content,playCount,name
烂局一枚！拖拖拉拉、肉、看着一点都不痛快。,55050714,特种兵王2使命抉择
真的挺烂的，剧情无聊，演技也不行,55050714,特种兵王2使命抉择
看过的演技最烂的电影，真的太垃圾,55050714,特种兵王2使命抉择
太假了吧，外面死了那么多人门口还有人若无其事的巡逻。。。。。。,55050714,特种兵王2使命抉择
拍得还是有可取之处，网络电影能到这个水平已经很好了,55050714,特种兵王2使命抉择
什么垃圾电影  我呸   ,55050714,特种兵王2使命抉择
这么垃圾的电影  演得 没话说了，随便大街上抓一个去都比电影里面的演得好,55050714,特种兵王2使命抉择
垃圾电影，没什么剧情，太假，没什么可看的,55050714,特种兵王2使命抉择
这演得也....不知道说什么好，感觉像网络剧一样,55050714,特种兵王2使命抉择
"S,B编剧，行动的时候能有铃声嘛",55050714,特种兵王2使命抉择
没看出来这是个特种兵王      垃圾 ,55050714,特种兵王2使命抉择
这一枪爆头还能说话？,55050714,特种兵王2使命抉择
垃圾。部队的指挥官太垃圾垃圾越来看越来垃圾,55050714,特种兵王2使命抉择
我喜欢何建国[doge],55050714,特种兵王2使命抉择
这麽假还有这麽多托,55050714,特种兵王2使命抉择
ni,55050714,特种兵王2使命抉择
哎，这种烂片丢特种兵的脸,55050714,特种兵王2使命抉择
垃圾,55050714,特种兵王2使命抉择
垃圾,55050714,特种兵王2使命抉择
我奇迹般的给看完了,55050714,特种兵王2使命抉择
烂，真心烂,55050714,特种兵王2使命抉择
垃圾,55050714,特种兵王2使命抉择
越来越没意思了，都是一些什么人啊，垃圾,55050714,特种兵王2使命抉择
难看,55050714,特种兵王2使命抉择
什么鬼？？我明明评1.4，居然跳到7.5分？,55050714,特种兵王2使命抉择
垃圾电影，演技差，剧情差，主演也差，没有一丁点亮点，这评分谁给的,55050714,特种兵王2使命抉择
没意思，太假不知在干嘛!,55050714,特种兵王2使命抉择
这他吗的是什么？导演真的脑子有病,55050714,特种兵王2使命抉择
什么垃圾电影啊,55050714,特种兵王2使命抉择
我不怎么评价电影，但是这个真是恶心，傻逼一样的电影,55050714,特种兵王2使命抉择
真差劲嫩么多炸弹在身边爆炸都死不成,55050714,特种兵王2使命抉择
实在拍的烂,55050714,特种兵王2使命抉择
好差劲啊  浪费我两个小时,55050714,特种兵王2使命抉择
自己家的电影果然不一样 3分硬评到7.6分,55050714,特种兵王2使命抉择
浪费我时间,55050714,特种兵王2使命抉择
这也叫电影,55050714,特种兵王2使命抉择
烂导演拍的烂电影,55050714,特种兵王2使命抉择
不好看,55050714,特种兵王2使命抉择
听到这个音乐让我想到了 普莱斯和肥皂,55050714,特种兵王2使命抉择
一般，分数怎么这么高的 ,55050714,特种兵王2使命抉择
模戒,55050714,特种兵王2使命抉择
烂的不一般 ，浪费我时间,55050714,特种兵王2使命抉择
烂片@@,55050714,特种兵王2使命抉择
剧情不是很好，没有抓到让人揪心的地方,55050714,特种兵王2使命抉择
这电影真的是拍得太假了，导演你能拍真实点吗？还有这是什么节奏啊？？,55050714,特种兵王2使命抉择
真tmd烂啊。演员真是做作，导演也是狗屁,55050714,特种兵王2使命抉择
太假了  执行任务TMD手机铃声都不调啊？,55050714,特种兵王2使命抉择
恕我直言 真的好烂,55050714,特种兵王2使命抉择
真不好看,55050714,特种兵王2使命抉择
女演员演技不行，枪都乱指，醉了,55050714,特种兵王2使命抉择
还行❤️,55050714,特种兵王2使命抉择
这么垃圾的电影 爱奇艺还给这么高分 麻痹,55050714,特种兵王2使命抉择
垃圾电影。没有看点没有故事情节。整个就是一部垃圾！,55050714,特种兵王2使命抉择
真的是烂片,55050714,特种兵王2使命抉择
回复@狮子座的小兔子:谢谢支持[鼓掌],55050714,特种兵王2使命抉择
垃圾    垃圾     垃圾,55050714,特种兵王2使命抉择
这里有你么 有你就看 没你我再去刷武松,55050714,特种兵王2使命抉择
天，拍得好垃圾,55050714,特种兵王2使命抉择
狗一样的 导演，太垃圾,55050714,特种兵王2使命抉择
没用心拍的电影，真难看！,55050714,特种兵王2使命抉择
什么电影，烂了一笔，导演就不能走走心嘛,55050714,特种兵王2使命抉择
垃圾内幕,55050714,特种兵王2使命抉择
垃圾,55050714,特种兵王2使命抉择
这么垃圾的电影，还评7.6啊,55050714,特种兵王2使命抉择
好垃圾的电影，应学学吴京导演拍的片,55050714,特种兵王2使命抉择
垃圾,55050714,特种兵王2使命抉择
垃圾电影，垃圾演技，垃圾演员，垃圾导演。。。。,55050714,特种兵王2使命抉择
回复@拉手网:抽奖抽中我啦[泪],55050714,特种兵王2使命抉择
太假了   这导演眼瞎,55050714,特种兵王2使命抉择
我竟然看完了？开枪还不打头，班长不是这么教的啊,55050714,特种兵王2使命抉择
太难看了,55050714,特种兵王2使命抉择
那个抽？[喵喵],55050714,特种兵王2使命抉择
真的很无语，从头到尾没有换过子弹，也没受过伤，也是醉了，进入敌营对方就算再垃圾，开了那么多枪，你也稍微装一下样子中一枪呀，真的是有主角光环啊。就算不中弹。,55050714,特种兵王2使命抉择
感觉智商受到了侮辱  导演是小学毕业么 ,55050714,特种兵王2使命抉择
辣鸡。。      从没看过这么坑的,55050714,特种兵王2使命抉择
垃圾电影,55050714,特种兵王2使命抉择
现在的电影拍得越来越烂了,55050714,特种兵王2使命抉择
垃圾............演的太假了。,55050714,特种兵王2使命抉择
以后这种电影能不拍么 能不侮辱子弟兵吗,55050714,特种兵王2使命抉择
垃圾，这么好的题材被这几个演员废了。。。。,55050714,特种兵王2使命抉择
就不能真实一点？那么浮夸？你骗小朋友啊、草泥马,55050714,特种兵王2使命抉择
演员真垃圾，怎么会有这样的演员、中国的耻辱。垃圾。。。。。。。,55050714,特种兵王2使命抉择
没见过那么烂的电影  实在看不下去啦,55050714,特种兵王2使命抉择
作为一名退伍海特士兵，我想问一下，主角的手枪能装几颗子弹？艺术色彩也太夸张了吧？,55050714,特种兵王2使命抉择
这垃圾电影。,55050714,特种兵王2使命抉择
[表情]    ,55050714,特种兵王2使命抉择
这都是什么啊    天哪     都是坑啊,55050714,特种兵王2使命抉择
支持！负责人的作品，镜头调度杠杠的,55050714,特种兵王2使命抉择
山东老乡的作品支持,55050714,特种兵王2使命抉择
只能说很一般，也许演的就是真实的  但是太多地方太假了...纯属个人意见,55050714,特种兵王2使命抉择
一群垃圾,55050714,特种兵王2使命抉择
垃圾,55050714,特种兵王2使命抉择
垃圾,55050714,特种兵王2使命抉择
"那一句特种兵王,让我评论...退出.果断弃剧了.",55050714,特种兵王2使命抉择
讲道理 那个基地的女的说话跟广播员一样 说话一点都不自然，叶子演的更差  实在没法看 总体演技没法说  差的一比,55050714,特种兵王2使命抉择
难看,55050714,特种兵王2使命抉择
回复@方方方纯-:哈哈哈哈哈哈,55050714,特种兵王2使命抉择
什么垃圾,55050714,特种兵王2使命抉择
这电影真心烂，看的想睡觉,55050714,特种兵王2使命抉择
这电影太假了,55050714,特种兵王2使命抉择
故事可以      只是演员的演技很浮夸,55050714,特种兵王2使命抉择
这部 电影很好看,55050714,特种兵王2使命抉择
女友,55050714,特种兵王2使命抉择
拯救青春系,55050714,特种兵王2使命抉择
这部 电影很好看,55050714,特种兵王2使命抉择
女友,55050714,特种兵王2使命抉择
拯救青春系,55050714,特种兵王2使命抉择
这部 电影很好看,55050714,特种兵王2使命抉择
女友,55050714,特种兵王2使命抉择
拯救青春系,55050714,特种兵王2使命抉择
垃圾，还VIP还购买,55050714,特种兵王2使命抉择
垃圾电影差 评,55050714,特种兵王2使命抉择
变态医生好传神,55050714,特种兵王2使命抉择
拿枪都不正确,55050714,特种兵王2使命抉择
期待啦,55050714,特种兵王2使命抉择
一个卧底在没确认对方是谁就说出自己的身份我也是醉的不行了,55050714,特种兵王2使命抉择
#特种兵王2 使命抉择#由实力派男演员@杜奕衡 主演；更与#建军大业##战狼2#一同被北京广播电视报列为三大燃情八一的“军旅片重点献礼”之作。@LGMESSI,55050714,特种兵王2使命抉择
浪费番茄酱,55050714,特种兵王2使命抉择
了色,55050714,特种兵王2使命抉择
这后面的音乐和渴望光荣的旋律好像啊,55050714,特种兵王2使命抉择
我看这把枪，是神抢，兵一般般,55050714,特种兵王2使命抉择
特种部队全是士官？,55050714,特种兵王2使命抉择
好垃圾,55050714,特种兵王2使命抉择
无语，又浪了！！！,55050714,特种兵王2使命抉择
垃圾电影什么鬼电影幼稚,55050714,特种兵王2使命抉择
杜奕衡[哈哈][哈哈],55050714,特种兵王2使命抉择
开炮两字说出来的时候，您的那种神演绎将所有的情绪都表达了出来，真心为你的演技点赞,55050714,特种兵王2使命抉择
差劲电影,55050714,特种兵王2使命抉择
开火,55050714,特种兵王2使命抉择
菲菲最棒！,55050714,特种兵王2使命抉择
嗯嗯，加油！我要去看[太开心][太开心],55050714,特种兵王2使命抉择
